timestamp,px,py,pz,vx,vy,vz,qx,qy,qz,qw
2025-09-22T05:48:26.263608,3.9992789598719107,-8.91572466053948,0.09838385767333878,-9.087208932838427,1.2655377295056374,13.345949668047409,-0.0007892156383489497,-0.00926372315104417,-0.00011544751276484145,0.9999567726876643
2025-09-22T05:48:26.298664,2.315852173976444,-3.319388877511697,0.3091372062073955,-10.76352577042899,6.711249748123063,12.794284199554042,0.00030441139518232787,-0.04171820759221033,-0.0004859868086535451,0.9991292520519143
2025-09-22T05:48:26.313337,1.7947222157851568,-0.8052536820015841,0.10645348286172218,28.62614914392889,4.768506008244462,41.63497735501531,-0.013385640725552702,0.020884625389940247,-0.0008005286615644829,0.9996919606551564
2025-09-22T05:48:26.333323,1.805134070088963,-0.7858798769528191,0.11745285625834301,53.030316377055954,25.045671813712037,72.1472767557773,-0.003927226339768286,0.035054201913091436,-0.0009133353947341826,0.9993772789292186
2025-09-22T05:48:26.467303,4.4769860646100925,-8.345210756703088,0.32490062354027227,50.994844826787336,12.127736064053394,70.1220279505885,-0.0009042409301750574,-0.004393855757301008,3.6867446350296965e-05,0.9999899374597305
2025-09-22T05:48:26.728348,0.49667697441802083,-0.3482775484219989,0.1733833055863192,26.427776779065717,39.17550117492398,48.87118384933809,-0.0013830786863335092,-0.021050886857139562,-0.0005144053274929303,0.999777316527553
2025-09-22T05:48:27.027387,0.3071114800092327,-0.11222043001818571,0.22203062198406265,41.37145445929409,28.52478078485726,43.87775485037109,0.03608021051543909,-0.008527309923901995,-0.0015964329035482252,0.9993112402032751
2025-09-22T05:48:27.287349,0.5415317874822565,0.032416199452650396,0.45551541248121885,40.61729893018953,30.63542216861364,40.98639790104966,-0.002283390000277454,0.036889566133475375,-0.00015852501363033527,0.9993167270242257
2025-09-22T05:48:27.546156,0.26131792572972534,-0.176503518635714,0.13202901120910537,-0.5649339288620931,28.542760376602434,-21.642966942049274,0.0008877053576054641,-0.004211785392740622,-0.00013525757706645705,0.9999907272312034
2025-09-22T05:48:27.832687,0.27618407664490774,-0.16829841184456118,0.07705110849266372,-24.238864972044578,2.104257504429363,-42.12256813126398,0.0013804175474516885,-0.0209370413527018,0.0004899019802043604,0.9997797231104658
2025-09-22T05:48:28.131661,1.7595321733921447,-0.7925991931891547,0.08512858186573391,-6.533472435412834,-46.85132278642262,-48.12288305949814,-0.03608589126385423,-0.008436151179053887,0.0015770748012972305,0.9993118395376133
